Region,Year,League,Wins,Losses,Playoffs
Region_39,2003,League_1,34,91,False
Region_39,2003,League_2,2,52,True
Region_39,2003,League_3,43,60,True
Region_39,2003,League_4,50,37,False
Region_39,2004,League_1,93,2,True
Region_39,2004,League_2,97,83,True
Region_39,2004,League_3,11,69,True
Region_39,2004,League_4,18,96,False
Region_39,2005,League_1,43,54,True
Region_39,2005,League_2,58,0,True
Region_39,2005,League_3,48,69,True
Region_39,2005,League_4,60,44,False
Region_39,2006,League_1,16,97,True
Region_39,2006,League_2,73,46,True
Region_39,2006,League_3,56,78,False
Region_39,2006,League_4,54,25,True
Region_39,2007,League_1,46,13,True
Region_39,2007,League_2,11,53,True
Region_39,2007,League_3,61,70,False
Region_39,2007,League_4,79,45,False
Region_39,2008,League_1,87,30,True
Region_39,2008,League_2,82,87,True
Region_39,2008,League_3,7,58,True
Region_39,2008,League_4,94,94,True
Region_39,2009,League_1,20,28,True
Region_39,2009,League_2,80,95,True
Region_39,2009,League_3,86,16,False
Region_39,2009,League_4,79,13,True
Region_40,2000,League_1,69,35,True
Region_40,2000,League_2,71,57,True
Region_40,2000,League_3,24,23,False
Region_40,2000,League_4,81,62,True
Region_40,2001,League_1,88,90,False
Region_40,2001,League_2,11,24,True
Region_40,2001,League_3,14,58,True
Region_40,2001,League_4,58,31,True
Region_40,2002,League_1,25,81,True
Region_40,2002,League_2,25,17,True
Region_40,2002,League_3,46,36,True
Region_40,2002,League_4,31,25,False
Region_40,2003,League_1,9,8,True
Region_40,2003,League_2,15,98,True
Region_40,2003,League_3,70,63,True
Region_40,2003,League_4,16,71,False
Region_40,2004,League_1,22,19,True
Region_40,2004,League_2,25,53,False
Region_40,2004,League_3,84,85,True
Region_40,2004,League_4,85,82,True
Region_40,2005,League_1,6,29,False
Region_40,2005,League_2,13,52,False
Region_40,2005,League_3,78,91,True
Region_40,2005,League_4,6,98,False
Region_40,2006,League_1,8,62,False
Region_40,2006,League_2,47,10,True
Region_40,2006,League_3,71,30,True
Region_40,2006,League_4,58,48,True
Region_40,2007,League_1,86,99,False
Region_40,2007,League_2,92,93,True
Region_40,2007,League_3,81,86,True
Region_40,2007,League_4,94,18,False
Region_40,2008,League_1,93,11,False
Region_40,2008,League_2,38,14,True
Region_40,2008,League_3,98,30,False
Region_40,2008,League_4,17,42,False
Region_40,2009,League_1,58,36,False
Region_40,2009,League_2,16,78,True
Region_40,2009,League_3,13,28,True
Region_40,2009,League_4,30,25,True
Region_41,2000,League_1,23,1,False
Region_41,2000,League_2,98,83,True
Region_41,2000,League_3,59,14,True
Region_41,2000,League_4,44,3,False
Region_41,2001,League_1,97,85,False
Region_41,2001,League_2,2,49,True
Region_41,2001,League_3,36,37,False
Region_41,2001,League_4,42,22,True
Region_41,2002,League_1,39,58,True
Region_41,2002,League_2,89,89,True
Region_41,2002,League_3,54,74,False
Region_41,2002,League_4,86,27,False
Region_41,2003,League_1,38,65,True
Region_41,2003,League_2,14,7,True
Region_41,2003,League_3,3,28,True
Region_41,2003,League_4,92,10,True
Region_41,2004,League_1,85,17,False
Region_41,2004,League_2,24,54,True
Region_41,2004,League_3,12,49,True
Region_41,2004,League_4,81,13,False
Region_41,2005,League_1,32,73,True
Region_41,2005,League_2,15,98,True
Region_41,2005,League_3,41,8,True
Region_41,2005,League_4,65,98,True
Region_41,2006,League_1,54,10,True
Region_41,2006,League_2,98,62,False
Region_41,2006,League_3,41,75,False
Region_41,2006,League_4,33,66,False
Region_41,2007,League_1,29,52,False
Region_41,2007,League_2,12,38,True
Region_41,2007,League_3,12,77,False
Region_41,2007,League_4,17,55,False
Region_41,2008,League_1,31,27,False
Region_41,2008,League_2,95,74,False
Region_41,2008,League_3,98,38,False
Region_41,2008,League_4,38,24,False
Region_41,2009,League_1,45,20,False
Region_41,2009,League_2,28,9,False
Region_41,2009,League_3,61,42,True
Region_41,2009,League_4,92,14,False
Region_42,2000,League_1,61,82,True
Region_42,2000,League_2,56,47,False
Region_42,2000,League_3,15,85,False
Region_42,2000,League_4,55,20,False
Region_42,2001,League_1,9,59,True
Region_42,2001,League_2,29,95,True
Region_42,2001,League_3,24,49,False
Region_42,2001,League_4,83,22,True
Region_42,2002,League_1,4,12,False
Region_42,2002,League_2,64,68,True
Region_42,2002,League_3,93,3,True
Region_42,2002,League_4,48,91,True
Region_42,2003,League_1,2,77,False
Region_42,2003,League_2,44,71,True
Region_42,2003,League_3,13,8,True
Region_42,2003,League_4,29,34,False
Region_42,2004,League_1,67,20,True
Region_42,2004,League_2,17,57,False
Region_42,2004,League_3,61,17,False
Region_42,2004,League_4,36,96,True
Region_42,2005,League_1,24,71,False
Region_42,2005,League_2,47,80,True
Region_42,2005,League_3,64,42,True
Region_42,2005,League_4,52,94,False
Region_42,2006,League_1,78,97,True
Region_42,2006,League_2,72,5,True
Region_42,2006,League_3,14,85,False
Region_42,2006,League_4,48,77,False
Region_42,2007,League_1,87,66,True
Region_42,2007,League_2,67,11,False
Region_42,2007,League_3,11,99,False
Region_42,2007,League_4,58,11,False
Region_42,2008,League_1,36,65,False
Region_42,2008,League_2,60,1,True
Region_42,2008,League_3,42,14,True
Region_42,2008,League_4,69,22,False
Region_42,2009,League_1,38,28,True
Region_42,2009,League_2,55,80,False
Region_42,2009,League_3,62,95,False
Region_42,2009,League_4,45,6,True
Region_43,2000,League_1,87,93,True
Region_43,2000,League_2,10,27,True
Region_43,2000,League_3,61,13,True
Region_43,2000,League_4,76,43,False
Region_43,2001,League_1,97,29,False
Region_43,2001,League_2,24,80,True
Region_43,2001,League_3,70,31,False
Region_43,2001,League_4,51,69,True
Region_43,2002,League_1,3,87,True
Region_43,2002,League_2,58,5,True
Region_43,2002,League_3,71,26,False
Region_43,2002,League_4,19,81,False
Region_43,2003,League_1,92,87,True
Region_43,2003,League_2,62,23,True
Region_43,2003,League_3,53,33,True
Region_43,2003,League_4,73,39,True
Region_43,2004,League_1,97,46,False
Region_43,2004,League_2,56,78,False
Region_43,2004,League_3,89,74,True
Region_43,2004,League_4,40,85,True
Region_43,2005,League_1,2,23,False
Region_43,2005,League_2,5,64,True
Region_43,2005,League_3,4,17,False
Region_43,2005,League_4,4,43,False
Region_43,2006,League_1,53,75,True
Region_43,2006,League_2,46,56,False
Region_43,2006,League_3,86,27,False
Region_43,2006,League_4,48,70,False
Region_43,2007,League_1,8,22,False
Region_43,2007,League_2,98,84,True
Region_43,2007,League_3,19,33,False
Region_43,2007,League_4,60,10,False
Region_43,2008,League_1,34,85,False
Region_43,2008,League_2,49,34,True
Region_43,2008,League_3,81,92,True
Region_43,2008,League_4,61,41,True
Region_43,2009,League_1,16,27,False
Region_43,2009,League_2,87,81,True
Region_43,2009,League_3,2,77,True
Region_43,2009,League_4,31,81,True
Region_44,2000,League_1,98,91,False
Region_44,2000,League_2,12,23,True
Region_44,2000,League_3,88,7,True
Region_44,2000,League_4,72,52,True
Region_44,2001,League_1,67,71,False
Region_44,2001,League_2,13,3,False
Region_44,2001,League_3,97,90,True
Region_44,2001,League_4,10,99,True
Region_44,2002,League_1,55,4,True
Region_44,2002,League_2,66,96,False
Region_44,2002,League_3,91,48,False
Region_44,2002,League_4,28,97,True
Region_44,2003,League_1,8,29,False
Region_44,2003,League_2,66,71,True
Region_44,2003,League_3,24,62,False
Region_44,2003,League_4,97,46,True
Region_44,2004,League_1,75,25,False
Region_44,2004,League_2,41,56,True
Region_44,2004,League_3,8,36,False
Region_44,2004,League_4,78,97,True
Region_44,2005,League_1,39,6,True
Region_44,2005,League_2,24,39,True
Region_44,2005,League_3,4,91,True
Region_44,2005,League_4,10,38,False
Region_44,2006,League_1,58,61,True
Region_44,2006,League_2,97,91,False
Region_44,2006,League_3,87,77,False
Region_44,2006,League_4,78,52,True
Region_44,2007,League_1,37,3,True
Region_44,2007,League_2,71,81,True
Region_44,2007,League_3,4,24,True
Region_44,2007,League_4,47,6,False
Region_44,2008,League_1,89,27,False
Region_44,2008,League_2,17,68,False
Region_44,2008,League_3,69,66,False
Region_44,2008,League_4,36,94,True
Region_44,2009,League_1,59,19,False
Region_44,2009,League_2,47,82,True
Region_44,2009,League_3,76,10,True
Region_44,2009,League_4,27,66,False
Region_45,2000,League_1,68,86,False
Region_45,2000,League_2,76,6,False
Region_45,2000,League_3,80,22,False
Region_45,2000,League_4,39,60,False
Region_45,2001,League_1,44,70,False
Region_45,2001,League_2,95,33,True
Region_45,2001,League_3,61,18,True
Region_45,2001,League_4,92,57,True
Region_45,2002,League_1,57,8,False
Region_45,2002,League_2,66,47,True
Region_45,2002,League_3,55,81,True
Region_45,2002,League_4,39,40,True
Region_45,2003,League_1,97,47,True
Region_45,2003,League_2,39,44,True
Region_45,2003,League_3,90,24,True
Region_45,2003,League_4,76,77,False
Region_45,2004,League_1,32,24,False
Region_45,2004,League_2,5,18,False
Region_45,2004,League_3,87,38,True
Region_45,2004,League_4,18,78,False
Region_45,2005,League_1,79,79,False
Region_45,2005,League_2,39,26,True
Region_45,2005,League_3,91,73,False
Region_45,2005,League_4,96,62,True
Region_45,2006,League_1,58,67,False
Region_45,2006,League_2,58,18,True
Region_45,2006,League_3,47,27,True
Region_45,2006,League_4,40,84,False
Region_45,2007,League_1,12,77,True
Region_45,2007,League_2,44,32,False
Region_45,2007,League_3,88,9,True
Region_45,2007,League_4,52,82,False
Region_45,2008,League_1,41,29,False
Region_45,2008,League_2,99,21,True
Region_45,2008,League_3,62,2,False
Region_45,2008,League_4,26,81,False
Region_45,2009,League_1,37,74,False
Region_45,2009,League_2,59,47,True
Region_45,2009,League_3,6,1,True
Region_45,2009,League_4,4,75,False
Region_46,2000,League_1,44,53,False
Region_46,2000,League_2,57,5,True
Region_46,2000,League_3,30,39,True
Region_46,2000,League_4,22,92,False
Region_46,2001,League_1,41,93,True
Region_46,2001,League_2,9,1,True
Region_46,2001,League_3,31,72,False
Region_46,2001,League_4,52,1,True
Region_46,2002,League_1,29,92,True
Region_46,2002,League_2,38,96,True
Region_46,2002,League_3,30,73,False
Region_46,2002,League_4,81,97,True
Region_46,2003,League_1,99,54,False
Region_46,2003,League_2,1,71,True
Region_46,2003,League_3,77,59,True
Region_46,2003,League_4,76,96,False
Region_46,2004,League_1,92,5,False
Region_46,2004,League_2,11,18,False
Region_46,2004,League_3,38,95,False
Region_46,2004,League_4,65,26,True
Region_46,2005,League_1,95,0,False
Region_46,2005,League_2,12,32,False
Region_46,2005,League_3,45,39,False
Region_46,2005,League_4,26,31,True
Region_46,2006,League_1,16,68,True
Region_46,2006,League_2,94,16,False
Region_46,2006,League_3,97,7,False
Region_46,2006,League_4,59,56,False
Region_46,2007,League_1,63,41,False
Region_46,2007,League_2,87,97,True
Region_46,2007,League_3,34,8,False
Region_46,2007,League_4,69,86,True
Region_46,2008,League_1,82,34,False
Region_46,2008,League_2,29,70,False
Region_46,2008,League_3,70,78,True
Region_46,2008,League_4,73,52,False
Region_46,2009,League_1,95,53,False
Region_46,2009,League_2,97,83,False
Region_46,2009,League_3,62,24,False
Region_46,2009,League_4,27,66,True
Region_47,2000,League_1,59,61,False
Region_47,2000,League_2,78,54,False
Region_47,2000,League_3,93,45,True
Region_47,2000,League_4,36,23,False
Region_47,2001,League_1,92,97,True
Region_47,2001,League_2,21,45,False
Region_47,2001,League_3,67,21,False
Region_47,2001,League_4,19,10,False
Region_47,2002,League_1,95,47,True
Region_47,2002,League_2,99,7,True
Region_47,2002,League_3,67,38,False
Region_47,2002,League_4,90,34,True
Region_47,2003,League_1,63,48,False
Region_47,2003,League_2,16,45,True
Region_47,2003,League_3,11,37,False
Region_47,2003,League_4,21,7,True
Region_47,2004,League_1,16,53,False
Region_47,2004,League_2,9,36,True
Region_47,2004,League_3,64,90,True
Region_47,2004,League_4,21,91,True
Region_47,2005,League_1,89,39,True
Region_47,2005,League_2,81,33,False
Region_47,2005,League_3,49,95,False
Region_47,2005,League_4,13,78,True
Region_47,2006,League_1,63,16,False
Region_47,2006,League_2,46,32,True
Region_47,2006,League_3,28,46,False
Region_47,2006,League_4,75,51,True
Region_47,2007,League_1,35,79,False
Region_47,2007,League_2,98,92,False
Region_47,2007,League_3,51,8,True
Region_47,2007,League_4,75,32,True
Region_47,2008,League_1,6,59,True
Region_47,2008,League_2,28,92,True
Region_47,2008,League_3,10,76,True
Region_47,2008,League_4,32,20,False
Region_47,2009,League_1,5,57,True
Region_47,2009,League_2,78,84,False
Region_47,2009,League_3,31,68,True
Region_47,2009,League_4,50,9,False
Region_48,2000,League_1,74,5,False
Region_48,2000,League_2,57,12,True
Region_48,2000,League_3,86,64,True
Region_48,2000,League_4,25,19,False
Region_48,2001,League_1,97,56,False
Region_48,2001,League_2,45,45,True
Region_48,2001,League_3,97,7,False
Region_48,2001,League_4,28,9,False
Region_48,2002,League_1,3,72,False
Region_48,2002,League_2,80,66,False
Region_48,2002,League_3,98,10,False
Region_48,2002,League_4,12,11,False
Region_48,2003,League_1,38,9,True
Region_48,2003,League_2,14,24,True
Region_48,2003,League_3,28,48,True
Region_48,2003,League_4,28,48,True
Region_48,2004,League_1,74,88,False
Region_48,2004,League_2,31,10,True
Region_48,2004,League_3,1,61,False
Region_48,2004,League_4,46,35,False
Region_48,2005,League_1,77,38,True
Region_48,2005,League_2,83,52,True
Region_48,2005,League_3,21,89,False
Region_48,2005,League_4,74,77,True
Region_48,2006,League_1,26,55,True
Region_48,2006,League_2,66,0,False
Region_48,2006,League_3,80,55,False
Region_48,2006,League_4,55,3,False
Region_48,2007,League_1,91,29,False
Region_48,2007,League_2,92,11,False
Region_48,2007,League_3,20,34,False
Region_48,2007,League_4,46,76,True
Region_48,2008,League_1,79,51,True
Region_48,2008,League_2,58,30,True
Region_48,2008,League_3,83,86,False
Region_48,2008,League_4,5,67,False
Region_48,2009,League_1,18,51,True
Region_48,2009,League_2,56,79,True
Region_48,2009,League_3,68,6,True
Region_48,2009,League_4,2,21,False
Region_49,2000,League_1,0,92,True
Region_49,2000,League_2,57,74,True
Region_49,2000,League_3,37,55,True
Region_49,2000,League_4,14,96,False
Region_49,2001,League_1,33,57,True
Region_49,2001,League_2,60,92,True
Region_49,2001,League_3,34,63,False
Region_49,2001,League_4,63,11,False
Region_49,2002,League_1,24,6,False
Region_49,2002,League_2,23,54,False
Region_49,2002,League_3,11,61,False
Region_49,2002,League_4,17,89,True
Region_49,2003,League_1,14,72,True
Region_49,2003,League_2,79,97,False
Region_49,2003,League_3,26,76,False
Region_49,2003,League_4,71,54,False
Region_49,2004,League_1,59,35,False
Region_49,2004,League_2,45,88,True
Region_49,2004,League_3,88,23,True
Region_49,2004,League_4,16,43,False
Region_49,2005,League_1,92,16,False
Region_49,2005,League_2,52,1,False
Region_49,2005,League_3,7,12,False
Region_49,2005,League_4,78,30,True
Region_49,2006,League_1,26,92,False
Region_49,2006,League_2,45,27,False
Region_49,2006,League_3,49,59,True
Region_49,2006,League_4,70,26,False
Region_49,2007,League_1,2,14,True
Region_49,2007,League_2,92,94,False
Region_49,2007,League_3,63,78,False
Region_49,2007,League_4,43,32,True
Region_49,2008,League_1,52,19,False
Region_49,2008,League_2,23,41,True
Region_49,2008,League_3,59,11,True
Region_49,2008,League_4,2,72,True
Region_49,2009,League_1,19,22,False
Region_49,2009,League_2,45,71,False
Region_49,2009,League_3,14,95,True
Region_49,2009,League_4,24,13,False
Region_50,2000,League_1,93,90,False
Region_50,2000,League_2,77,24,False
Region_50,2000,League_3,70,76,True
Region_50,2000,League_4,16,84,True
Region_50,2001,League_1,83,30,False
Region_50,2001,League_2,99,53,True
Region_50,2001,League_3,8,4,False
Region_50,2001,League_4,37,12,False
Region_50,2002,League_1,47,27,False
Region_50,2002,League_2,59,42,True
Region_50,2002,League_3,62,88,True
Region_50,2002,League_4,85,98,False
Region_50,2003,League_1,1,46,True
Region_50,2003,League_2,87,70,False
Region_50,2003,League_3,71,37,True
Region_50,2003,League_4,10,95,True
Region_50,2004,League_1,63,66,True
Region_50,2004,League_2,76,61,False
Region_50,2004,League_3,80,38,False
Region_50,2004,League_4,71,36,False
Region_50,2005,League_1,20,85,True
Region_50,2005,League_2,17,7,False
Region_50,2005,League_3,93,80,False
Region_50,2005,League_4,63,51,False
Region_50,2006,League_1,81,90,False
Region_50,2006,League_2,94,32,True
Region_50,2006,League_3,37,80,True
Region_50,2006,League_4,31,41,False
Region_50,2007,League_1,10,75,True
Region_50,2007,League_2,44,26,True
Region_50,2007,League_3,88,7,True
Region_50,2007,League_4,32,22,True
Region_50,2008,League_1,40,63,True
Region_50,2008,League_2,7,92,False
Region_50,2008,League_3,10,19,True
Region_50,2008,League_4,85,15,False
Region_50,2009,League_1,50,16,False
Region_50,2009,League_2,87,79,False
Region_50,2009,League_3,40,18,True
Region_50,2009,League_4,16,7,True
Region_51,2000,League_1,75,37,True
Region_51,2000,League_2,45,37,True
Region_51,2000,League_3,31,52,False
Region_51,2000,League_4,78,92,False
Region_51,2001,League_1,79,99,False
Region_51,2001,League_2,53,89,True
Region_51,2001,League_3,85,30,False
Region_51,2001,League_4,91,43,False
Region_51,2002,League_1,19,59,False
Region_51,2002,League_2,32,75,True
Region_51,2002,League_3,73,16,False
Region_51,2002,League_4,39,78,False
Region_51,2003,League_1,31,72,True
Region_51,2003,League_2,96,38,False
Region_51,2003,League_3,1,41,True
Region_51,2003,League_4,96,47,False
Region_51,2004,League_1,32,11,True
Region_51,2004,League_2,76,95,True
Region_51,2004,League_3,29,88,True
Region_51,2004,League_4,32,17,False
Region_51,2005,League_1,76,78,False
Region_51,2005,League_2,25,95,True
Region_51,2005,League_3,21,5,True
Region_51,2005,League_4,65,42,True
Region_51,2006,League_1,37,34,True
Region_51,2006,League_2,89,97,True
Region_51,2006,League_3,45,53,True
Region_51,2006,League_4,14,61,True
Region_51,2007,League_1,97,68,True
Region_51,2007,League_2,43,81,True
Region_51,2007,League_3,48,15,True
Region_51,2007,League_4,74,7,True
Region_51,2008,League_1,60,88,True
Region_51,2008,League_2,66,95,False
Region_51,2008,League_3,5,89,True
Region_51,2008,League_4,8,85,False
Region_51,2009,League_1,5,30,False
Region_51,2009,League_2,72,9,False
Region_51,2009,League_3,94,55,True
Region_51,2009,League_4,31,75,False
Region_52,2000,League_1,40,91,True
Region_52,2000,League_2,75,69,False
Region_52,2000,League_3,7,19,True
Region_52,2000,League_4,71,4,True
Region_52,2001,League_1,49,22,False
Region_52,2001,League_2,91,8,False
Region_52,2001,League_3,61,57,True
Region_52,2001,League_4,83,58,False
Region_52,2002,League_1,61,92,True
Region_52,2002,League_2,6,79,True
Region_52,2002,League_3,74,53,True
Region_52,2002,League_4,83,45,False
Region_52,2003,League_1,79,21,True
Region_52,2003,League_2,3,63,True
Region_52,2003,League_3,5,7,True
Region_52,2003,League_4,57,19,True
Region_52,2004,League_1,21,50,False
Region_52,2004,League_2,25,77,False
Region_52,2004,League_3,2,38,False
Region_52,2004,League_4,40,36,False
Region_52,2005,League_1,59,49,True
Region_52,2005,League_2,13,33,True
Region_52,2005,League_3,74,74,True
Region_52,2005,League_4,81,32,True
Region_52,2006,League_1,11,30,True
Region_52,2006,League_2,86,53,True
Region_52,2006,League_3,11,43,False
Region_52,2006,League_4,12,33,True
Region_52,2007,League_1,24,70,True
Region_52,2007,League_2,44,61,True
Region_52,2007,League_3,18,22,False
Region_52,2007,League_4,54,45,True
Region_52,2008,League_1,99,55,True
Region_52,2008,League_2,44,6,True
Region_52,2008,League_3,7,88,False
Region_52,2008,League_4,92,60,True
Region_52,2009,League_1,52,2,True
Region_52,2009,League_2,54,37,False
Region_52,2009,League_3,31,83,True
Region_52,2009,League_4,50,33,False
Region_53,2000,League_1,43,43,True
Region_53,2000,League_2,81,29,False
Region_53,2000,League_3,69,16,True
Region_53,2000,League_4,17,58,True
Region_53,2001,League_1,82,9,False
Region_53,2001,League_2,21,98,True
Region_53,2001,League_3,36,83,True
Region_53,2001,League_4,95,17,False
Region_53,2002,League_1,55,44,True
Region_53,2002,League_2,58,90,False
Region_53,2002,League_3,2,58,True
Region_53,2002,League_4,27,61,False
Region_53,2003,League_1,73,58,True
Region_53,2003,League_2,34,48,True
Region_53,2003,League_3,60,99,False
Region_53,2003,League_4,92,62,True
Region_53,2004,League_1,53,86,False
Region_53,2004,League_2,62,31,False
Region_53,2004,League_3,78,9,False
Region_53,2004,League_4,96,10,True
Region_53,2005,League_1,6,69,True
Region_53,2005,League_2,75,61,True
Region_53,2005,League_3,48,46,False
Region_53,2005,League_4,93,33,False
Region_53,2006,League_1,84,99,False
Region_53,2006,League_2,30,16,True
Region_53,2006,League_3,57,53,False
Region_53,2006,League_4,60,75,True
Region_53,2007,League_1,23,84,True
Region_53,2007,League_2,19,39,True
Region_53,2007,League_3,36,18,True
Region_53,2007,League_4,3,66,True
Region_53,2008,League_1,91,81,True
Region_53,2008,League_2,19,52,True
Region_53,2008,League_3,59,63,True
Region_53,2008,League_4,23,82,False
Region_53,2009,League_1,49,46,True
Region_53,2009,League_2,48,5,True
Region_53,2009,League_3,50,15,False
Region_53,2009,League_4,95,71,False
Region_54,2000,League_1,35,17,False
Region_54,2000,League_2,97,51,False
Region_54,2000,League_3,99,47,True
Region_54,2000,League_4,65,42,False
Region_54,2001,League_1,78,38,False
Region_54,2001,League_2,33,48,False
Region_54,2001,League_3,35,11,False
Region_54,2001,League_4,5,9,True
Region_54,2002,League_1,38,70,False
Region_54,2002,League_2,41,54,False
Region_54,2002,League_3,57,0,False
Region_54,2002,League_4,11,48,False
Region_54,2003,League_1,2,35,True
Region_54,2003,League_2,17,20,False
Region_54,2003,League_3,39,36,False
Region_54,2003,League_4,20,23,False
Region_54,2004,League_1,14,54,True
Region_54,2004,League_2,96,24,False
Region_54,2004,League_3,98,6,False
Region_54,2004,League_4,25,80,True
Region_54,2005,League_1,7,92,False
Region_54,2005,League_2,99,93,True
Region_54,2005,League_3,93,70,True
Region_54,2005,League_4,86,96,False
Region_54,2006,League_1,41,70,False
Region_54,2006,League_2,43,23,True
Region_54,2006,League_3,13,10,True
Region_54,2006,League_4,77,72,False
Region_54,2007,League_1,1,11,True
Region_54,2007,League_2,36,34,True
Region_54,2007,League_3,68,62,False
Region_54,2007,League_4,37,67,True
Region_54,2008,League_1,40,99,True
Region_54,2008,League_2,61,91,True
Region_54,2008,League_3,59,56,True
Region_54,2008,League_4,13,12,True
Region_54,2009,League_1,88,22,True
Region_54,2009,League_2,83,82,False
Region_54,2009,League_3,1,38,True
Region_54,2009,League_4,69,87,False
Region_55,2000,League_1,16,79,False
Region_55,2000,League_2,88,96,False
Region_55,2000,League_3,27,11,False
Region_55,2000,League_4,65,33,False
Region_55,2001,League_1,34,70,False
Region_55,2001,League_2,4,74,False
Region_55,2001,League_3,64,30,False
Region_55,2001,League_4,39,92,True
Region_55,2002,League_1,75,61,False
Region_55,2002,League_2,55,12,False
Region_55,2002,League_3,35,30,False
Region_55,2002,League_4,44,1,True
Region_55,2003,League_1,22,14,False
Region_55,2003,League_2,46,56,True
Region_55,2003,League_3,30,74,False
Region_55,2003,League_4,10,33,False
Region_55,2004,League_1,9,67,True
Region_55,2004,League_2,66,74,False
Region_55,2004,League_3,13,28,True
Region_55,2004,League_4,79,65,True
Region_55,2005,League_1,73,15,False
Region_55,2005,League_2,92,38,False
Region_55,2005,League_3,9,76,True
Region_55,2005,League_4,75,36,True
Region_55,2006,League_1,93,80,False
Region_55,2006,League_2,0,20,False
Region_55,2006,League_3,4,43,False
Region_55,2006,League_4,19,18,True
Region_55,2007,League_1,7,70,False
Region_55,2007,League_2,42,7,True
Region_55,2007,League_3,75,76,False
Region_55,2007,League_4,0,65,True
Region_55,2008,League_1,56,40,True
Region_55,2008,League_2,63,74,False
Region_55,2008,League_3,83,87,True
Region_55,2008,League_4,27,69,True
Region_55,2009,League_1,36,60,True
Region_55,2009,League_2,46,25,True
Region_55,2009,League_3,75,70,True
Region_55,2009,League_4,36,82,False
Region_56,2000,League_1,48,69,False
Region_56,2000,League_2,43,28,True
Region_56,2000,League_3,55,65,False
Region_56,2000,League_4,27,18,True
Region_56,2001,League_1,78,67,True
Region_56,2001,League_2,5,57,False
Region_56,2001,League_3,60,69,True
Region_56,2001,League_4,19,56,True
Region_56,2002,League_1,77,36,True
Region_56,2002,League_2,1,60,False
Region_56,2002,League_3,72,91,False
Region_56,2002,League_4,36,29,True
Region_56,2003,League_1,19,70,True
Region_56,2003,League_2,25,72,True
Region_56,2003,League_3,28,24,True
Region_56,2003,League_4,0,96,True
Region_56,2004,League_1,34,64,False
Region_56,2004,League_2,69,5,False
Region_56,2004,League_3,58,17,False
Region_56,2004,League_4,68,9,False
Region_56,2005,League_1,32,91,True
Region_56,2005,League_2,50,10,True
Region_56,2005,League_3,77,96,False
Region_56,2005,League_4,11,64,False
Region_56,2006,League_1,19,76,True
Region_56,2006,League_2,52,83,False
Region_56,2006,League_3,87,64,True
Region_56,2006,League_4,42,51,True
Region_56,2007,League_1,97,66,True
Region_56,2007,League_2,88,81,False
Region_56,2007,League_3,49,77,False
Region_56,2007,League_4,28,30,False
Region_56,2008,League_1,56,90,False
Region_56,2008,League_2,38,16,False
Region_56,2008,League_3,94,54,True
Region_56,2008,League_4,55,92,False
Region_56,2009,League_1,42,35,True
Region_56,2009,League_2,49,25,True
Region_56,2009,League_3,22,52,True
Region_56,2009,League_4,43,16,False
Region_57,2000,League_1,37,85,False
Region_57,2000,League_2,83,24,False
Region_57,2000,League_3,22,1,False
Region_57,2000,League_4,44,85,False
Region_57,2001,League_1,51,4,False
Region_57,2001,League_2,79,3,False
Region_57,2001,League_3,49,35,False
Region_57,2001,League_4,7,5,True
Region_57,2002,League_1,84,20,False
Region_57,2002,League_2,0,76,True
Region_57,2002,League_3,7,88,True
Region_57,2002,League_4,28,25,True
Region_57,2003,League_1,95,54,True
Region_57,2003,League_2,4,38,False
Region_57,2003,League_3,85,83,False
Region_57,2003,League_4,46,32,True
Region_57,2004,League_1,33,13,True
Region_57,2004,League_2,64,55,True
Region_57,2004,League_3,54,99,False
Region_57,2004,League_4,89,80,True
Region_57,2005,League_1,42,20,True
Region_57,2005,League_2,73,45,False
Region_57,2005,League_3,29,15,True
Region_57,2005,League_4,81,15,False
Region_57,2006,League_1,16,83,False
Region_57,2006,League_2,25,28,True
Region_57,2006,League_3,7,91,True
Region_57,2006,League_4,46,7,True
Region_57,2007,League_1,75,87,False
Region_57,2007,League_2,90,2,False
Region_57,2007,League_3,71,88,False
Region_57,2007,League_4,88,18,True
Region_57,2008,League_1,45,96,True
Region_57,2008,League_2,67,65,True
Region_57,2008,League_3,32,78,True
Region_57,2008,League_4,0,85,True
Region_57,2009,League_1,18,73,True
Region_57,2009,League_2,30,81,False
Region_57,2009,League_3,79,21,False
Region_57,2009,League_4,13,45,False
Region_58,2000,League_1,52,90,True
Region_58,2000,League_2,47,12,False
Region_58,2000,League_3,68,32,False
Region_58,2000,League_4,89,4,False
Region_58,2001,League_1,61,89,True
Region_58,2001,League_2,91,76,True
Region_58,2001,League_3,65,26,False
Region_58,2001,League_4,63,77,True
Region_58,2002,League_1,69,23,True
Region_58,2002,League_2,62,66,True
Region_58,2002,League_3,72,62,True
Region_58,2002,League_4,32,93,False
Region_58,2003,League_1,40,98,True
Region_58,2003,League_2,88,47,False
Region_58,2003,League_3,47,62,False
Region_58,2003,League_4,12,77,True
Region_58,2004,League_1,72,11,True
Region_58,2004,League_2,76,27,True
Region_58,2004,League_3,30,43,False
Region_58,2004,League_4,74,92,False
Region_58,2005,League_1,67,42,False
Region_58,2005,League_2,97,16,False
Region_58,2005,League_3,3,39,False
Region_58,2005,League_4,18,48,False
Region_58,2006,League_1,69,84,False
Region_58,2006,League_2,97,56,True
Region_58,2006,League_3,81,86,False
Region_58,2006,League_4,12,83,False
